	ABT	AG	AHR	AKMK	AKMW	AKNK	AKOK	AKR	AKWG	AKWH	AKWK	ANI	AR	ARM	ART	ASH	AU	AW	AWD	AWN	BAL	BC	BOG	BOR	BR	BSH	CB	CBWK	CH	CL	CMD	CS	D	DC	DCB	DCP	DRY	DUD	EAL	EL	EM	ESK	EU	FRK	GLN	HAL	HAN	HBMAK	HBMAN	HBMNR	HBPOR	HER	HKH	HOK	HOR	HRMAN	HRMW	HRN	HRWG	HT	HTM	HUT	HW	IRC	JLB	JLH	JLW	K	KAR	KAU	KH	KKP	KN	KOW	KP	KRK	KT	KTN	KWH	LG	LU	LV	LYL	M	MA	MB	MD	MGK	MGP	MH	MKD	MKM	MKU	ML	MNK	MNR	MNT	MO	MPT	MRP	MSB	MTK	MTR	MTU	MU	MUG	MWB	MWF	MWP	MWW	NKU	O	OAG	OAK	OAL	OAM	OB	OHP	OMR	OMW	OP	OPH	OPU	OR	ORO	OT	OTH	OTN	OTR	PAH	PAW	PB	PCK	PGH	PH	PHE	PHN	PHP	PIR	PKW	PP	PRN	PRS	PU	PUH	QLB	RED	RES	RG	RH	RHP	RMW	RUA	SEL	SH	SKL	SP	SPR	SR	STX	SY	TAS	TH	TIR	TIW	TK	TKP	TKT	TNK	TP	TR	TRB	TRC	TRK	TRN	TRP	TRU	TS	TSH	TSRM	TUK	VU	WAI	WB	WC	WGMAN	WGPOR	WGR	WGWG	WHB	WKK	WKMTA	WKN	WKNK	WKOKU	WKR	WKWK	WMR	WMU	WN	WP	WPR	WS	WTT
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0	0.000333333	0.0004	0.001466667	6.66667E-05	0.000866667	0.0004	0.000333333	0.000466667	0	0.000133333	0.000133333	0.0002	0.000266667	0.0002	6.66667E-05	0.0006	0.000133333	0.000333333	0.000133333	0.0004	0.003133333	0.001666667	0.003733333	0.0002	0	6.66667E-05	0	0.001	0.000133333	0.0004	0.000333333	0.0004	0.0008	0.000933333	6.66667E-05	0.000333333	0.001533333	0.000133333	0.0002	0.000533333	0	0.000266667	0	0.0002	0	0.0004	6.66667E-05	0.0004	0.000266667	0.000466667	0	0.000333333	0	0.001	0.000133333	0.000133333	0.000466667	0.0002	6.66667E-05	0	0.000333333	0.0004	0.000466667	0.012266667	0.001733333	0.001333333	0.000266667	0.006066667	0	0.000266667	6.66667E-05	0.000266667	0	6.66667E-05	6.66667E-05	0.000733333	0	0.000133333	0.000266667	0	0.000933333	0.0008	0.000133333	0.000333333	6.66667E-05	0	0.000933333	0.000133333	0	0.0002	0	0	0.000266667	0.000266667	0.001733333	0.0002	0.0004	0	0	0.000466667	0.0002	0.0038	6.66667E-05	0.0004	0.0002	0.000266667	6.66667E-05	0	0.0002	0.0006	0.000333333	6.66667E-05	0.000266667	6.66667E-05	6.66667E-05	0.0004	0	0.003333333	0.000133333	0.000266667	0	0.000133333	0.0004	0.0002	0.000266667	0.000133333	0.000866667	0.0008	0	0.0002	0.000666667	0.0004	6.66667E-05	0.000333333	0.000333333	0.000733333	0.000133333	0	0.001066667	0.000466667	0.000466667	0	0.003066667	0.000466667	0.006733333	0.0016	0.0032	6.66667E-05	0.000933333	0.0006	0.003666667	0.001266667	0	0.000266667	0.0006	0.000466667	0.000133333	0	0	0.000333333	0.003333333	0.000333333	0.0002	0	0	0.0018	0	0.0004	0	0.003866667	0.002466667	6.66667E-05	0.0018	0.000133333	0.000266667	0.000133333	0	0.000133333	0.004733333	0.000333333	0.000133333	0.0014	0.0002	6.66667E-05	0.0008	0.0014	0.000333333	0.000266667	0.0004	0.000133333	0.001333333	0.000266667	0.000333333	0.002066667	0.000133333	0.000466667	0.002933333	0.000266667	0.000666667	6.66667E-05	0.000133333	0.001333333	0.000666667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0.0002	0	0	6.66667E-05	0	0.000733333	0	0	0	0.000266667	0	6.66667E-05	0	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0.000266667	0	0	0	0	0	0	6.66667E-05	0	0.0002	0	0	0.0002	0	0	0	0	0.000266667	0	0.001133333	0.0016	0.001533333	6.66667E-05	0.0014	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000333333	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0.000133333	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000133333	0	0	0	0	0.000266667	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0.0012	0	6.66667E-05	0.0002	0.0002	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	6.66667E-05	0.000133333	0.0004	0	0.0008	0	6.66667E-05	0.000933333	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	0	6.66667E-05	0	0	0	0.000733333	0	6.66667E-05	0.000266667	0	6.66667E-05	6.66667E-05	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0.000466667	0	0	0.001133333	6.66667E-05	0.000133333	0	0	0	0.000133333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0006	0	0	0	0	0.000133333	0	0.000133333	0	0	0	0.0002	0	6.66667E-05	0	0.0014	6.66667E-05	0.001266667	6.66667E-05	0	0	0.000333333	0	0.000266667	0.005866667	0.000666667	0	0.000533333	6.66667E-05	6.66667E-05	0	6.66667E-05	6.66667E-05	0.000133333	6.66667E-05	6.66667E-05	0	0.001	0.000266667	0	6.66667E-05	0.002266667	6.66667E-05	0	6.66667E-05	0.000666667	0.000133333	0	0.000533333	0.000333333	6.66667E-05	0.001066667	6.66667E-05	0	0.004066667	6.66667E-05	6.66667E-05	0	0.001333333	0.0018	0.0004	0	0	0	0.000933333	0.000466667	0.001133333	6.66667E-05	0.001	0	0.007266667	0	0	0.0052	0	0	0.000133333	0	6.66667E-05	0	0	0.000266667	0.0026	0	0.0002	0	0.010333333	0.000466667	6.66667E-05	0	0	0.004133333	0.0002	0	0.0008	0.0002	0.000133333	0.013133333	0.0078	0.0014	6.66667E-05	6.66667E-05	0.0002	0	0	0.000933333	0.003066667	0.000133333	0.002933333	0.0002	6.66667E-05	0	0.0022	6.66667E-05	0.001933333	0	0	0.002	0.000466667	0	0	0.0004	0.000133333	0	0.000333333	0	0	0	6.66667E-05	0	0	0.000266667	0	0.0004	6.66667E-05	6.66667E-05	0	0.001066667	0	0.008133333	6.66667E-05	0.0004	0	0	0.0004	0.000466667	0.000333333	0.000866667	0.002	0	0.0008	0.010466667	0	0	0	0	0	0.0004	0.0018	0.000266667	0.000133333	0.000733333	0.001666667	0.000866667	0	0.002533333	0.0002	0.000333333	0.000466667	0.000333333	0.000133333	0.0006	0	6.66667E-05	0	6.66667E-05	0.000733333	0.004466667	0.0014	0.000266667	0.001266667	0.000133333	6.66667E-05	6.66667E-05	0.000133333	0.0002	0.000333333	0.0002	0.002666667	0.000533333	0	0.0006	0.001133333	0	0.000333333	0.0002	6.66667E-05	0.005066667	6.66667E-05	0	0.001066667	0	6.66667E-05	6.66667E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0	0	0.001933333	0.000533333	0.0004	0.000333333	0.000866667	0	0	6.66667E-05	6.66667E-05	0.000533333	0.000133333	6.66667E-05	0.000333333	6.66667E-05	0.000333333	6.66667E-05	0.000333333	0.000333333	0.002866667	0.002066667	0.000266667	0.0018	0.0016	0	0.0002	6.66667E-05	0.000866667	0.0006	0.0042	0.000666667	0.0002	0.0004	0.000333333	0.000133333	6.66667E-05	0.001266667	6.66667E-05	0.000333333	0.000466667	6.66667E-05	0.000933333	0	0.000333333	0.031133333	0.003333333	6.66667E-05	0	0	0.000133333	0.001333333	0.000333333	0.000333333	0.000266667	0	6.66667E-05	0	0.000133333	0	6.66667E-05	0	0.0004	0	0.008866667	0.032866667	0.005533333	0.000133333	0.0026	0.000133333	0.000333333	0.000333333	0.000466667	0.003666667	0.000266667	6.66667E-05	0.0002	0.0008	0	0.001266667	0.000133333	6.66667E-05	0.0012	0.0002	0.000333333	0	0.000733333	0.004	6.66667E-05	0.0002	0	0	6.66667E-05	0.011	0.000133333	0.0012	0.000533333	0	0	0.000466667	0.000333333	0.000333333	0.0004	0	0.001466667	0	0	6.66667E-05	0.0006	0.008866667	0.000666667	0.0004	6.66667E-05	0.000533333	0.0004	0.000133333	0.000133333	0.004066667	0.0008	0.0004	0.000533333	6.66667E-05	0	0.0008	6.66667E-05	6.66667E-05	0.000133333	6.66667E-05	0.000333333	0	0	0.000333333	0.0006	0	0.000533333	0.000133333	6.66667E-05	0.0002	0.001066667	0.000866667	6.66667E-05	0.001533333	0.002733333	0.000666667	0.0008	0.0052	0.0046	0.004266667	0.002	0.0008	0.0056	0	0.002733333	6.66667E-05	0.001733333	0.0014	0.000133333	0	0.002333333	0	6.66667E-05	0.0028	0	0.0006	0.000333333	0.001066667	6.66667E-05	0	0	0.000133333	0.0006	6.66667E-05	0.0002	0.002066667	0.000733333	0.0004	0.0002	0.000333333	0	0.0034	6.66667E-05	0.000933333	0.001	0.0002	0.000333333	6.66667E-05	0.000266667	0.0002	0.000333333	0.000133333	0.000266667	0.000533333	0.000466667	0.0006	0.0008	0.0002	0.000666667	0.006266667	0.000333333	0.0008	0	0	0.0002	0.001066667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0.0002	0.0002	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0	0	0.000133333	6.66667E-05	6.66667E-05	0.000133333	0.000133333	6.66667E-05	6.66667E-05	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0.0002	0.000333333	0	0	0	6.66667E-05	0	0	0	0	0.000333333	0	0	0.000266667	0	0.0006	0	0.000133333	0	6.66667E-05	0	6.66667E-05	0.000133333	0	0.0006	0	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0006	0.001266667	0.0002	0	0.0004	0	0	6.66667E-05	0	0	0	0	0	0	0	0.000866667	0	0	0	0.0002	0.000133333	0	0	6.66667E-05	0.001133333	6.66667E-05	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0.000266667	0	0	0.0002	0	6.66667E-05	0	0	6.66667E-05	0	6.66667E-05	0	0	0.000666667	0	0	0	0.000333333	6.66667E-05	0	0	0.0002	0.0002	0	0.0006	0	6.66667E-05	0	6.66667E-05	0	0	6.66667E-05	0	0.000133333	6.66667E-05	0.000133333	0	0.0002	0	0	0	0.003	0	0	0.000533333	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0.000533333	0.000133333	6.66667E-05	0	0	0.0004	0	0	0	0	0	0.000133333	0	0	0	6.66667E-05	6.66667E-05	0	0.000133333	0	0.000266667	0	6.66667E-05	0	0	0	0	0	0	0.000133333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae	0	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0.003	0	0	0	0	0.000333333	0	0	0.0002	0.000866667	0	0	0.000333333	0.000133333	0	0.000133333	0	0	0	0	0	0.0002	0.0022	0	0	6.66667E-05	0	0	0	0.001733333	0.001466667	0	0	0	0	0	0	0	0	0	0.0006	0	0	0.002133333	0.004666667	0	0	0	0.0002	0.000733333	0.000466667	0	6.66667E-05	0.000266667	0	0.001733333	0	0	0	0	0	0	0	0	0	0	0	0.003866667	0	6.66667E-05	0.0002	0	0.0002	0	6.66667E-05	0	0	6.66667E-05	0	0.001666667	0	0.0046	0	0	0	0	0	0	0	0	0.0008	0.001266667	0	0.001666667	0	0	0	0.000333333	0	0	0.0002	0	0.003466667	6.66667E-05	0	6.66667E-05	0.001333333	0.000266667	0	0.000666667	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0.000133333	0.000266667	0.000666667	0.0058	6.66667E-05	0.000333333	0	0	0	0	0.002533333	0	0.000466667	0.000133333	0.000333333	0.000133333	0.0008	0.000533333	0.001	0	0.002733333	0	0	0.0012	6.66667E-05	6.66667E-05	0	0	6.66667E-05	0	0.0002	0.0008	0	0	0.001333333	0	0	0	0	0.001066667	0	0	0.0004	0	0	0	6.66667E-05	0	0	0	0	0.0002	0.003266667	0.000133333	0.000133333	0	0	0.000266667	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0.000133333	0	0.000133333	0	0	6.66667E-05	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0.000266667	0.000133333	0	6.66667E-05	0	0	0	0	0.0014	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	6.66667E-05	6.66667E-05	0	0.000133333	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0.000266667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0	0	0.0004	0	0	0	0.000266667	6.66667E-05	0	6.66667E-05	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0.0002	0	0	0.0002	0	0	0	0	0	0	0.0002	0	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0.000133333	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0.000266667	0.0004	0.000133333	0.000133333	0.000333333	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	0	6.66667E-05	0	0	0	0.002	0	6.66667E-05	0	0	0	0	0	0.000133333	0.000266667	0	0	0	0	0.000133333	6.66667E-05	0	0	0	0.000133333	0	0	0	0.000133333	6.66667E-05	0	6.66667E-05	0	0	0	0	0.0002	0	6.66667E-05	0.000133333	0	0.0002	0	0	0	0	0.0002	0	0	6.66667E-05	0	0	6.66667E-05	0	6.66667E-05	0	0	6.66667E-05	0	0	0	6.66667E-05	6.66667E-05	0.000333333	0	0.000266667	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0.000133333	0.0002	0	0	0.0006	0	0.000266667	0	6.66667E-05	6.66667E-05	6.66667E-05	6.66667E-05	0	0	0	0	0.0002	0	0	0.000333333	0	0	0.000133333	6.66667E-05	0.000133333	0	0	0	6.66667E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0.000133333	0	0	0	0	0	0	0	0	0.000133333	0.0002	0	0	0	0	0	0.000133333	6.66667E-05	0.0002	0	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.000133333	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0.000133333	0	0	0	0	0	0	0	0.000133333	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	6.66667E-05	0	0	0	0	0.000266667	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0.000133333	0	0	0.0002	0	0	0	0	0.000266667	0	0	0	6.66667E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Tsukamurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0.000133333	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0.0006	0.000133333	6.66667E-05	0	0.000666667	0	0	0	0	0	0	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0.000266667	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0.0002	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0.000333333	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.000133333	0	0	0.0002	0	6.66667E-05	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0.000133333	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__KIST-JJY010;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
