Gene	Taxon	Plot	landuseCode	Elevation	variable	value
ITS	Chytridiomycota	Plot06-N	I	320	OTU richness	11
ITS	Chytridiomycota	Plot06-I	I	320	OTU richness	8
ITS	Chytridiomycota	Plot02-C	I	90	OTU richness	9
ITS	Chytridiomycota	Plot01-L	I	50	OTU richness	14
ITS	Chytridiomycota	CM30c46-D	I	319	OTU richness	0
ITS	Chytridiomycota	Plot02-M	I	90	OTU richness	10
ITS	Chytridiomycota	CM30c-P	I	283	OTU richness	10
ITS	Chytridiomycota	CM30b51-M	I	174.627853	OTU richness	4
ITS	Ascomycota	CM30c60-A	I	51	OTU richness	214
ITS	Ascomycota	CM30c37-L	I	279	OTU richness	323
ITS	Ascomycota	CM30c28-N	I	227	OTU richness	370
ITS	Ascomycota	CM30c28-P	I	227	OTU richness	360
ITS	Ascomycota	CM30c60-B	I	51	OTU richness	456
ITS	Ascomycota	Plot04-A	I	260	OTU richness	630
ITS	Ascomycota	Plot08-I	I	460	OTU richness	247
ITS	Ascomycota	CM30b58-C	I	9	OTU richness	314
ITS	Ascomycota	CM30c30-L	I	597	OTU richness	308
ITS	Ascomycota	CM30b60-M	I	400	OTU richness	271
ITS	Ascomycota	Plot03-N	I	160	OTU richness	334
ITS	Ascomycota	LB5-A	I	634	OTU richness	464
ITS	Ascomycota	CM30c53-I	I	155	OTU richness	327
ITS	Ascomycota	CM30c62-D	I	99	OTU richness	226
ITS	Ascomycota	Plot07-N	I	420	OTU richness	271
ITS	Ascomycota	CM30c37-E	I	279	OTU richness	351
ITS	Ascomycota	Plot07-M	I	420	OTU richness	276
ITS	Ascomycota	Plot05-I	I	240	OTU richness	321
ITS	Ascomycota	CM30c39-A	I	290	OTU richness	203
ITS	Ascomycota	LB1-E	I	630	OTU richness	358
ITS	Ascomycota	CM30c30-N	I	597	OTU richness	346
ITS	Ascomycota	CM30c62-M	I	99	OTU richness	411
ITS	Ascomycota	CM30d12-L	I	371	OTU richness	350
ITS	Ascomycota	Plot03-H	I	160	OTU richness	303
ITS	Ascomycota	CM30c44-B	I	110	OTU richness	219
ITS	Ascomycota	CM30c39-E	I	290	OTU richness	151
ITS	Ascomycota	LB1-A	I	630	OTU richness	296
ITS	Ascomycota	CM30c51-H	I	67	OTU richness	304
ITS	Ascomycota	Plot08-O	I	460	OTU richness	396
ITS	Ascomycota	CM30c35-D	I	165	OTU richness	298
ITS	Ascomycota	CM30b60-E	I	400	OTU richness	272
ITS	Ascomycota	CM30c-O	I	283	OTU richness	242
ITS	Ascomycota	CM30c46-O	I	319	OTU richness	250
ITS	Ascomycota	CM30b51-B	I	174.627853	OTU richness	463
ITS	Ascomycota	CM30b58-I	I	9	OTU richness	338
ITS	Ascomycota	CM30d12-H	I	371	OTU richness	263
ITS	Ascomycota	LB5-I	I	634	OTU richness	354
ITS	Ascomycota	CM30c44-C	I	110	OTU richness	74
ITS	Ascomycota	CM30d3-D	I	518	OTU richness	636
ITS	Ascomycota	CM30d3-L	I	518	OTU richness	375
ITS	Ascomycota	CM30c51-I	I	67	OTU richness	338
ITS	Ascomycota	CM31a5-B	I	70	OTU richness	186
ITS	Ascomycota	Plot05-N	I	240	OTU richness	371
ITS	Ascomycota	Plot01-B	I	50	OTU richness	305
ITS	Ascomycota	CM31a5-A	I	70	OTU richness	214
ITS	Ascomycota	Plot04-N	I	260	OTU richness	327
ITS	Ascomycota	CM30c53-B	I	155	OTU richness	328
ITS	Ascomycota	CM30c35-B	I	165	OTU richness	311
ITS	Ascomycota	Plot06-N	I	320	OTU richness	390
ITS	Ascomycota	Plot06-I	I	320	OTU richness	240
ITS	Ascomycota	Plot02-C	I	90	OTU richness	198
ITS	Ascomycota	Plot01-L	I	50	OTU richness	290
ITS	Ascomycota	CM30c46-D	I	319	OTU richness	92
ITS	Ascomycota	Plot02-M	I	90	OTU richness	268
ITS	Ascomycota	CM30c-P	I	283	OTU richness	424
ITS	Ascomycota	CM30b51-M	I	174.627853	OTU richness	209
ITS	Basidiomycota	CM30c60-A	I	51	OTU richness	139
ITS	Basidiomycota	CM30c37-L	I	279	OTU richness	213
ITS	Basidiomycota	CM30c28-N	I	227	OTU richness	243
ITS	Basidiomycota	CM30c28-P	I	227	OTU richness	206
ITS	Basidiomycota	CM30c60-B	I	51	OTU richness	223
ITS	Basidiomycota	Plot04-A	I	260	OTU richness	405
ITS	Basidiomycota	Plot08-I	I	460	OTU richness	155
ITS	Basidiomycota	CM30b58-C	I	9	OTU richness	146
ITS	Basidiomycota	CM30c30-L	I	597	OTU richness	158
ITS	Basidiomycota	CM30b60-M	I	400	OTU richness	198
ITS	Basidiomycota	Plot03-N	I	160	OTU richness	223
ITS	Basidiomycota	LB5-A	I	634	OTU richness	213
ITS	Basidiomycota	CM30c53-I	I	155	OTU richness	227
ITS	Basidiomycota	CM30c62-D	I	99	OTU richness	128
ITS	Basidiomycota	Plot07-N	I	420	OTU richness	174
ITS	Basidiomycota	CM30c37-E	I	279	OTU richness	156
ITS	Basidiomycota	Plot07-M	I	420	OTU richness	198
ITS	Basidiomycota	Plot05-I	I	240	OTU richness	201
ITS	Basidiomycota	CM30c39-A	I	290	OTU richness	127
ITS	Basidiomycota	LB1-E	I	630	OTU richness	187
ITS	Basidiomycota	CM30c30-N	I	597	OTU richness	204
ITS	Basidiomycota	CM30c62-M	I	99	OTU richness	196
ITS	Basidiomycota	CM30d12-L	I	371	OTU richness	281
ITS	Basidiomycota	Plot03-H	I	160	OTU richness	224
ITS	Basidiomycota	CM30c44-B	I	110	OTU richness	165
ITS	Basidiomycota	CM30c39-E	I	290	OTU richness	72
ITS	Basidiomycota	LB1-A	I	630	OTU richness	146
ITS	Basidiomycota	CM30c51-H	I	67	OTU richness	137
ITS	Basidiomycota	Plot08-O	I	460	OTU richness	240
ITS	Basidiomycota	CM30c35-D	I	165	OTU richness	166
ITS	Basidiomycota	CM30b60-E	I	400	OTU richness	197
ITS	Basidiomycota	CM30c-O	I	283	OTU richness	157
ITS	Basidiomycota	CM30c46-O	I	319	OTU richness	171
ITS	Basidiomycota	CM30b51-B	I	174.627853	OTU richness	382
ITS	Basidiomycota	CM30b58-I	I	9	OTU richness	267
ITS	Basidiomycota	CM30d12-H	I	371	OTU richness	179
ITS	Basidiomycota	LB5-I	I	634	OTU richness	185
ITS	Basidiomycota	CM30c44-C	I	110	OTU richness	52
ITS	Basidiomycota	CM30d3-D	I	518	OTU richness	370
ITS	Basidiomycota	CM30d3-L	I	518	OTU richness	288
ITS	Basidiomycota	CM30c51-I	I	67	OTU richness	182
ITS	Basidiomycota	CM31a5-B	I	70	OTU richness	96
ITS	Basidiomycota	Plot05-N	I	240	OTU richness	369
ITS	Basidiomycota	Plot01-B	I	50	OTU richness	129
ITS	Basidiomycota	CM31a5-A	I	70	OTU richness	91
ITS	Basidiomycota	Plot04-N	I	260	OTU richness	234
ITS	Basidiomycota	CM30c53-B	I	155	OTU richness	177
ITS	Basidiomycota	CM30c35-B	I	165	OTU richness	176
ITS	Basidiomycota	Plot06-N	I	320	OTU richness	224
ITS	Basidiomycota	Plot06-I	I	320	OTU richness	222
ITS	Basidiomycota	Plot02-C	I	90	OTU richness	93
ITS	Basidiomycota	Plot01-L	I	50	OTU richness	132
ITS	Basidiomycota	CM30c46-D	I	319	OTU richness	74
ITS	Basidiomycota	Plot02-M	I	90	OTU richness	140
ITS	Basidiomycota	CM30c-P	I	283	OTU richness	205
ITS	Basidiomycota	CM30b51-M	I	174.627853	OTU richness	151
ITS	Glomeromycota	CM30c60-A	I	51	OTU richness	23
ITS	Glomeromycota	CM30c37-L	I	279	OTU richness	19
ITS	Glomeromycota	CM30c28-N	I	227	OTU richness	15
ITS	Glomeromycota	CM30c28-P	I	227	OTU richness	17
ITS	Glomeromycota	CM30c60-B	I	51	OTU richness	23
ITS	Glomeromycota	Plot04-A	I	260	OTU richness	34
ITS	Glomeromycota	Plot08-I	I	460	OTU richness	24
ITS	Glomeromycota	CM30b58-C	I	9	OTU richness	13
ITS	Glomeromycota	CM30c30-L	I	597	OTU richness	11
ITS	Glomeromycota	CM30b60-M	I	400	OTU richness	26
ITS	Glomeromycota	Plot03-N	I	160	OTU richness	9
ITS	Glomeromycota	LB5-A	I	634	OTU richness	12
ITS	Glomeromycota	CM30c53-I	I	155	OTU richness	15
ITS	Glomeromycota	CM30c62-D	I	99	OTU richness	6
ITS	Glomeromycota	Plot07-N	I	420	OTU richness	26
ITS	Glomeromycota	CM30c37-E	I	279	OTU richness	46
ITS	Glomeromycota	Plot07-M	I	420	OTU richness	38
ITS	Glomeromycota	Plot05-I	I	240	OTU richness	39
ITS	Glomeromycota	CM30c39-A	I	290	OTU richness	27
ITS	Glomeromycota	LB1-E	I	630	OTU richness	28
ITS	Glomeromycota	CM30c30-N	I	597	OTU richness	14
ITS	Glomeromycota	CM30c62-M	I	99	OTU richness	21
ITS	Glomeromycota	CM30d12-L	I	371	OTU richness	32
ITS	Glomeromycota	Plot03-H	I	160	OTU richness	17
ITS	Glomeromycota	CM30c44-B	I	110	OTU richness	38
ITS	Glomeromycota	CM30c39-E	I	290	OTU richness	26
ITS	Glomeromycota	LB1-A	I	630	OTU richness	7
ITS	Glomeromycota	CM30c51-H	I	67	OTU richness	29
ITS	Glomeromycota	Plot08-O	I	460	OTU richness	25
ITS	Glomeromycota	CM30c35-D	I	165	OTU richness	20
ITS	Glomeromycota	CM30b60-E	I	400	OTU richness	30
ITS	Glomeromycota	CM30c-O	I	283	OTU richness	13
ITS	Glomeromycota	CM30c46-O	I	319	OTU richness	13
ITS	Glomeromycota	CM30b51-B	I	174.627853	OTU richness	39
ITS	Glomeromycota	CM30b58-I	I	9	OTU richness	18
ITS	Glomeromycota	CM30d12-H	I	371	OTU richness	17
ITS	Glomeromycota	LB5-I	I	634	OTU richness	21
ITS	Glomeromycota	CM30c44-C	I	110	OTU richness	3
ITS	Glomeromycota	CM30d3-D	I	518	OTU richness	63
ITS	Glomeromycota	CM30d3-L	I	518	OTU richness	33
ITS	Glomeromycota	CM30c51-I	I	67	OTU richness	26
ITS	Glomeromycota	CM31a5-B	I	70	OTU richness	11
ITS	Glomeromycota	Plot05-N	I	240	OTU richness	24
ITS	Glomeromycota	Plot01-B	I	50	OTU richness	17
ITS	Glomeromycota	CM31a5-A	I	70	OTU richness	15
ITS	Glomeromycota	Plot04-N	I	260	OTU richness	28
ITS	Glomeromycota	CM30c53-B	I	155	OTU richness	11
ITS	Glomeromycota	CM30c35-B	I	165	OTU richness	17
ITS	Glomeromycota	Plot06-N	I	320	OTU richness	41
ITS	Glomeromycota	Plot06-I	I	320	OTU richness	24
ITS	Glomeromycota	Plot02-C	I	90	OTU richness	14
ITS	Glomeromycota	Plot01-L	I	50	OTU richness	12
ITS	Glomeromycota	CM30c46-D	I	319	OTU richness	2
ITS	Glomeromycota	Plot02-M	I	90	OTU richness	18
ITS	Glomeromycota	CM30c-P	I	283	OTU richness	20
ITS	Glomeromycota	CM30b51-M	I	174.627853	OTU richness	13
COI	All Metazoa	CM30d3-L	I	518	OTU richness	718
COI	All Metazoa	CM30c60-B	I	51	OTU richness	441
COI	All Metazoa	LB5-A	I	634	OTU richness	681
COI	All Metazoa	Plot07-N	I	420	OTU richness	285
COI	All Metazoa	CM30c60-A	I	51	OTU richness	430
COI	All Metazoa	CM30c28-P	I	227	OTU richness	411
COI	All Metazoa	Plot03-N	I	160	OTU richness	616
COI	All Metazoa	CM30c53-I	I	155	OTU richness	599
COI	All Metazoa	CM30b58-C	I	9	OTU richness	657
COI	All Metazoa	CM30c62-D	I	99	OTU richness	290
COI	All Metazoa	LB1-A	I	630	OTU richness	530
COI	All Metazoa	CM30c35-D	I	165	OTU richness	324
COI	All Metazoa	CM30c28-N	I	227	OTU richness	563
COI	All Metazoa	CM30b58-I	I	9	OTU richness	520
COI	All Metazoa	CM30c37-E	I	279	OTU richness	454
COI	All Metazoa	CM30c51-H	I	67	OTU richness	381
COI	All Metazoa	CM30c30-L	I	597	OTU richness	660
COI	All Metazoa	CM30d12-L	I	371	OTU richness	842
COI	All Metazoa	CM30c37-L	I	279	OTU richness	555
COI	All Metazoa	CM30c62-M	I	99	OTU richness	382
COI	All Metazoa	Plot04-A	I	260	OTU richness	843
COI	All Metazoa	Plot05-N	I	240	OTU richness	476
COI	All Metazoa	CM30c30-N	I	597	OTU richness	632
COI	All Metazoa	CM30c-O	I	283	OTU richness	284
COI	All Metazoa	CM30c44-C	I	110	OTU richness	300
COI	All Metazoa	Plot08-I	I	460	OTU richness	492
COI	All Metazoa	CM30b51-M	I	174.627853	OTU richness	841
COI	All Metazoa	Plot05-I	I	240	OTU richness	539
COI	All Metazoa	CM30d12-H	I	371	OTU richness	661
COI	All Metazoa	LB1-E	I	630	OTU richness	881
COI	All Metazoa	CM30c39-E	I	290	OTU richness	204
COI	All Metazoa	CM30b60-M	I	400	OTU richness	504
COI	All Metazoa	Plot08-O	I	460	OTU richness	474
COI	All Metazoa	CM30c39-A	I	290	OTU richness	287
COI	All Metazoa	CM30b60-E	I	400	OTU richness	374
COI	All Metazoa	Plot01-L	I	50	OTU richness	302
COI	All Metazoa	CM30c46-O	I	319	OTU richness	319
COI	All Metazoa	Plot03-H	I	160	OTU richness	299
COI	All Metazoa	Plot06-I	I	320	OTU richness	671
COI	All Metazoa	CM30c35-B	I	165	OTU richness	450
COI	All Metazoa	LB5-I	I	634	OTU richness	835
COI	All Metazoa	CM30d3-D	I	518	OTU richness	1156
COI	All Metazoa	Plot02-M	I	90	OTU richness	277
COI	All Metazoa	CM30c46-D	I	319	OTU richness	464
COI	All Metazoa	CM31a5-B	I	70	OTU richness	390
COI	All Metazoa	CM31a5-A	I	70	OTU richness	395
COI	All Metazoa	CM30c44-B	I	110	OTU richness	333
COI	All Metazoa	Plot04-N	I	260	OTU richness	919
COI	All Metazoa	CM30c53-B	I	155	OTU richness	667
COI	All Metazoa	Plot01-B	I	50	OTU richness	255
COI	All Metazoa	CM30b51-B	I	174.627853	OTU richness	662
COI	All Metazoa	Plot06-N	I	320	OTU richness	569
COI	All Metazoa	CM30c-P	I	283	OTU richness	494
COI	All Metazoa	Plot07-M	I	420	OTU richness	461
COI	All Metazoa	CM30c51-I	I	67	OTU richness	341
COI	All Metazoa	Plot02-C	I	90	OTU richness	245
COI	Chordata	CM30d3-L	I	518	OTU richness	3
COI	Chordata	CM30c60-B	I	51	OTU richness	1
COI	Chordata	LB5-A	I	634	OTU richness	0
COI	Chordata	Plot07-N	I	420	OTU richness	3
COI	Chordata	CM30c60-A	I	51	OTU richness	4
COI	Chordata	CM30c28-P	I	227	OTU richness	0
COI	Chordata	Plot03-N	I	160	OTU richness	1
COI	Chordata	CM30c53-I	I	155	OTU richness	1
COI	Chordata	CM30b58-C	I	9	OTU richness	1
COI	Chordata	CM30c62-D	I	99	OTU richness	0
COI	Chordata	LB1-A	I	630	OTU richness	0
COI	Chordata	CM30c35-D	I	165	OTU richness	0
COI	Chordata	CM30c28-N	I	227	OTU richness	0
COI	Chordata	CM30b58-I	I	9	OTU richness	2
COI	Chordata	CM30c37-E	I	279	OTU richness	3
COI	Chordata	CM30c51-H	I	67	OTU richness	8
COI	Chordata	CM30c30-L	I	597	OTU richness	0
COI	Chordata	CM30d12-L	I	371	OTU richness	3
COI	Chordata	CM30c37-L	I	279	OTU richness	3
COI	Chordata	CM30c62-M	I	99	OTU richness	1
COI	Chordata	Plot04-A	I	260	OTU richness	1
COI	Chordata	Plot05-N	I	240	OTU richness	3
COI	Chordata	CM30c30-N	I	597	OTU richness	0
COI	Chordata	CM30c-O	I	283	OTU richness	2
COI	Chordata	CM30c44-C	I	110	OTU richness	1
COI	Chordata	Plot08-I	I	460	OTU richness	4
COI	Chordata	CM30b51-M	I	174.627853	OTU richness	0
COI	Chordata	Plot05-I	I	240	OTU richness	3
COI	Chordata	CM30d12-H	I	371	OTU richness	3
COI	Chordata	LB1-E	I	630	OTU richness	3
COI	Chordata	CM30c39-E	I	290	OTU richness	1
COI	Chordata	CM30b60-M	I	400	OTU richness	1
COI	Chordata	Plot08-O	I	460	OTU richness	4
COI	Chordata	CM30c39-A	I	290	OTU richness	2
COI	Chordata	CM30b60-E	I	400	OTU richness	1
COI	Chordata	Plot01-L	I	50	OTU richness	5
COI	Chordata	CM30c46-O	I	319	OTU richness	0
COI	Chordata	Plot03-H	I	160	OTU richness	4
COI	Chordata	Plot06-I	I	320	OTU richness	4
COI	Chordata	CM30c35-B	I	165	OTU richness	3
COI	Chordata	LB5-I	I	634	OTU richness	0
COI	Chordata	CM30d3-D	I	518	OTU richness	3
COI	Chordata	Plot02-M	I	90	OTU richness	2
COI	Chordata	CM30c46-D	I	319	OTU richness	0
COI	Chordata	CM31a5-B	I	70	OTU richness	1
COI	Chordata	CM31a5-A	I	70	OTU richness	2
COI	Chordata	CM30c44-B	I	110	OTU richness	2
COI	Chordata	Plot04-N	I	260	OTU richness	3
COI	Chordata	CM30c53-B	I	155	OTU richness	2
COI	Chordata	Plot01-B	I	50	OTU richness	2
COI	Chordata	CM30b51-B	I	174.627853	OTU richness	3
COI	Chordata	Plot06-N	I	320	OTU richness	4
COI	Chordata	CM30c-P	I	283	OTU richness	5
COI	Chordata	Plot07-M	I	420	OTU richness	2
COI	Chordata	CM30c51-I	I	67	OTU richness	2
COI	Chordata	Plot02-C	I	90	OTU richness	2
COI	Porifera	CM30d3-L	I	518	OTU richness	10
COI	Porifera	CM30c60-B	I	51	OTU richness	15
COI	Porifera	LB5-A	I	634	OTU richness	12
COI	Porifera	Plot07-N	I	420	OTU richness	14
COI	Porifera	CM30c60-A	I	51	OTU richness	12
COI	Porifera	CM30c28-P	I	227	OTU richness	11
COI	Porifera	Plot03-N	I	160	OTU richness	23
COI	Porifera	CM30c53-I	I	155	OTU richness	18
COI	Porifera	CM30b58-C	I	9	OTU richness	17
COI	Porifera	CM30c62-D	I	99	OTU richness	9
COI	Porifera	LB1-A	I	630	OTU richness	8
COI	Porifera	CM30c35-D	I	165	OTU richness	9
COI	Porifera	CM30c28-N	I	227	OTU richness	13
COI	Porifera	CM30b58-I	I	9	OTU richness	21
COI	Porifera	CM30c37-E	I	279	OTU richness	16
COI	Porifera	CM30c51-H	I	67	OTU richness	17
COI	Porifera	CM30c30-L	I	597	OTU richness	10
COI	Porifera	CM30d12-L	I	371	OTU richness	26
COI	Porifera	CM30c37-L	I	279	OTU richness	19
COI	Porifera	CM30c62-M	I	99	OTU richness	16
COI	Porifera	Plot04-A	I	260	OTU richness	29
COI	Porifera	Plot05-N	I	240	OTU richness	14
COI	Porifera	CM30c30-N	I	597	OTU richness	11
COI	Porifera	CM30c-O	I	283	OTU richness	7
COI	Porifera	CM30c44-C	I	110	OTU richness	9
COI	Porifera	Plot08-I	I	460	OTU richness	8
COI	Porifera	CM30b51-M	I	174.627853	OTU richness	19
COI	Porifera	Plot05-I	I	240	OTU richness	13
COI	Porifera	CM30d12-H	I	371	OTU richness	17
COI	Porifera	LB1-E	I	630	OTU richness	21
COI	Porifera	CM30c39-E	I	290	OTU richness	9
COI	Porifera	CM30b60-M	I	400	OTU richness	19
COI	Porifera	Plot08-O	I	460	OTU richness	16
COI	Porifera	CM30c39-A	I	290	OTU richness	7
COI	Porifera	CM30b60-E	I	400	OTU richness	15
COI	Porifera	Plot01-L	I	50	OTU richness	16
COI	Porifera	CM30c46-O	I	319	OTU richness	7
COI	Porifera	Plot03-H	I	160	OTU richness	6
COI	Porifera	Plot06-I	I	320	OTU richness	22
COI	Porifera	CM30c35-B	I	165	OTU richness	10
COI	Porifera	LB5-I	I	634	OTU richness	17
COI	Porifera	CM30d3-D	I	518	OTU richness	25
COI	Porifera	Plot02-M	I	90	OTU richness	8
COI	Porifera	CM30c46-D	I	319	OTU richness	7
COI	Porifera	CM31a5-B	I	70	OTU richness	7
COI	Porifera	CM31a5-A	I	70	OTU richness	10
COI	Porifera	CM30c44-B	I	110	OTU richness	13
COI	Porifera	Plot04-N	I	260	OTU richness	29
COI	Porifera	CM30c53-B	I	155	OTU richness	15
COI	Porifera	Plot01-B	I	50	OTU richness	11
COI	Porifera	CM30b51-B	I	174.627853	OTU richness	24
COI	Porifera	Plot06-N	I	320	OTU richness	17
COI	Porifera	CM30c-P	I	283	OTU richness	17
COI	Porifera	Plot07-M	I	420	OTU richness	13
COI	Porifera	CM30c51-I	I	67	OTU richness	16
COI	Porifera	Plot02-C	I	90	OTU richness	5
COI	Echinodermata	CM30d3-L	I	518	OTU richness	5
COI	Echinodermata	CM30c60-B	I	51	OTU richness	2
COI	Echinodermata	LB5-A	I	634	OTU richness	2
COI	Echinodermata	Plot07-N	I	420	OTU richness	4
COI	Echinodermata	CM30c60-A	I	51	OTU richness	4
COI	Echinodermata	CM30c28-P	I	227	OTU richness	2
COI	Echinodermata	Plot03-N	I	160	OTU richness	4
COI	Echinodermata	CM30c53-I	I	155	OTU richness	4
COI	Echinodermata	CM30b58-C	I	9	OTU richness	7
COI	Echinodermata	CM30c62-D	I	99	OTU richness	2
COI	Echinodermata	LB1-A	I	630	OTU richness	1
COI	Echinodermata	CM30c35-D	I	165	OTU richness	4
COI	Echinodermata	CM30c28-N	I	227	OTU richness	3
COI	Echinodermata	CM30b58-I	I	9	OTU richness	6
COI	Echinodermata	CM30c37-E	I	279	OTU richness	6
COI	Echinodermata	CM30c51-H	I	67	OTU richness	4
COI	Echinodermata	CM30c30-L	I	597	OTU richness	5
COI	Echinodermata	CM30d12-L	I	371	OTU richness	8
COI	Echinodermata	CM30c37-L	I	279	OTU richness	5
COI	Echinodermata	CM30c62-M	I	99	OTU richness	2
COI	Echinodermata	Plot04-A	I	260	OTU richness	2
COI	Echinodermata	Plot05-N	I	240	OTU richness	6
COI	Echinodermata	CM30c30-N	I	597	OTU richness	2
COI	Echinodermata	CM30c-O	I	283	OTU richness	2
COI	Echinodermata	CM30c44-C	I	110	OTU richness	3
COI	Echinodermata	Plot08-I	I	460	OTU richness	2
COI	Echinodermata	CM30b51-M	I	174.627853	OTU richness	5
COI	Echinodermata	Plot05-I	I	240	OTU richness	4
COI	Echinodermata	CM30d12-H	I	371	OTU richness	3
COI	Echinodermata	LB1-E	I	630	OTU richness	6
COI	Echinodermata	CM30c39-E	I	290	OTU richness	2
COI	Echinodermata	CM30b60-M	I	400	OTU richness	2
COI	Echinodermata	Plot08-O	I	460	OTU richness	3
COI	Echinodermata	CM30c39-A	I	290	OTU richness	1
COI	Echinodermata	CM30b60-E	I	400	OTU richness	1
COI	Echinodermata	Plot01-L	I	50	OTU richness	1
COI	Echinodermata	CM30c46-O	I	319	OTU richness	1
COI	Echinodermata	Plot03-H	I	160	OTU richness	3
COI	Echinodermata	Plot06-I	I	320	OTU richness	6
COI	Echinodermata	CM30c35-B	I	165	OTU richness	5
COI	Echinodermata	LB5-I	I	634	OTU richness	1
COI	Echinodermata	CM30d3-D	I	518	OTU richness	11
COI	Echinodermata	Plot02-M	I	90	OTU richness	1
COI	Echinodermata	CM30c46-D	I	319	OTU richness	2
COI	Echinodermata	CM31a5-B	I	70	OTU richness	3
COI	Echinodermata	CM31a5-A	I	70	OTU richness	3
COI	Echinodermata	CM30c44-B	I	110	OTU richness	1
COI	Echinodermata	Plot04-N	I	260	OTU richness	4
COI	Echinodermata	CM30c53-B	I	155	OTU richness	4
COI	Echinodermata	Plot01-B	I	50	OTU richness	1
COI	Echinodermata	CM30b51-B	I	174.627853	OTU richness	1
COI	Echinodermata	Plot06-N	I	320	OTU richness	5
COI	Echinodermata	CM30c-P	I	283	OTU richness	1
COI	Echinodermata	Plot07-M	I	420	OTU richness	4
COI	Echinodermata	CM30c51-I	I	67	OTU richness	5
COI	Echinodermata	Plot02-C	I	90	OTU richness	2
COI	Platyhelminthes	CM30d3-L	I	518	OTU richness	1
COI	Platyhelminthes	CM30c60-B	I	51	OTU richness	2
COI	Platyhelminthes	LB5-A	I	634	OTU richness	3
COI	Platyhelminthes	Plot07-N	I	420	OTU richness	0
COI	Platyhelminthes	CM30c60-A	I	51	OTU richness	1
COI	Platyhelminthes	CM30c28-P	I	227	OTU richness	2
COI	Platyhelminthes	Plot03-N	I	160	OTU richness	3
COI	Platyhelminthes	CM30c53-I	I	155	OTU richness	0
COI	Platyhelminthes	CM30b58-C	I	9	OTU richness	1
COI	Platyhelminthes	CM30c62-D	I	99	OTU richness	1
COI	Platyhelminthes	LB1-A	I	630	OTU richness	1
COI	Platyhelminthes	CM30c35-D	I	165	OTU richness	1
COI	Platyhelminthes	CM30c28-N	I	227	OTU richness	4
COI	Platyhelminthes	CM30b58-I	I	9	OTU richness	0
COI	Platyhelminthes	CM30c37-E	I	279	OTU richness	1
COI	Platyhelminthes	CM30c51-H	I	67	OTU richness	0
COI	Platyhelminthes	CM30c30-L	I	597	OTU richness	16
COI	Platyhelminthes	CM30d12-L	I	371	OTU richness	5
COI	Platyhelminthes	CM30c37-L	I	279	OTU richness	1
COI	Platyhelminthes	CM30c62-M	I	99	OTU richness	1
COI	Platyhelminthes	Plot04-A	I	260	OTU richness	7
COI	Platyhelminthes	Plot05-N	I	240	OTU richness	0
COI	Platyhelminthes	CM30c30-N	I	597	OTU richness	0
COI	Platyhelminthes	CM30c-O	I	283	OTU richness	0
COI	Platyhelminthes	CM30c44-C	I	110	OTU richness	1
COI	Platyhelminthes	Plot08-I	I	460	OTU richness	3
COI	Platyhelminthes	CM30b51-M	I	174.627853	OTU richness	8
COI	Platyhelminthes	Plot05-I	I	240	OTU richness	1
COI	Platyhelminthes	CM30d12-H	I	371	OTU richness	2
COI	Platyhelminthes	LB1-E	I	630	OTU richness	1
COI	Platyhelminthes	CM30c39-E	I	290	OTU richness	0
COI	Platyhelminthes	CM30b60-M	I	400	OTU richness	3
COI	Platyhelminthes	Plot08-O	I	460	OTU richness	2
COI	Platyhelminthes	CM30c39-A	I	290	OTU richness	3
COI	Platyhelminthes	CM30b60-E	I	400	OTU richness	4
COI	Platyhelminthes	Plot01-L	I	50	OTU richness	1
COI	Platyhelminthes	CM30c46-O	I	319	OTU richness	1
COI	Platyhelminthes	Plot03-H	I	160	OTU richness	0
COI	Platyhelminthes	Plot06-I	I	320	OTU richness	6
COI	Platyhelminthes	CM30c35-B	I	165	OTU richness	0
COI	Platyhelminthes	LB5-I	I	634	OTU richness	1
COI	Platyhelminthes	CM30d3-D	I	518	OTU richness	10
COI	Platyhelminthes	Plot02-M	I	90	OTU richness	2
COI	Platyhelminthes	CM30c46-D	I	319	OTU richness	0
COI	Platyhelminthes	CM31a5-B	I	70	OTU richness	1
COI	Platyhelminthes	CM31a5-A	I	70	OTU richness	0
COI	Platyhelminthes	CM30c44-B	I	110	OTU richness	1
COI	Platyhelminthes	Plot04-N	I	260	OTU richness	2
COI	Platyhelminthes	CM30c53-B	I	155	OTU richness	2
COI	Platyhelminthes	Plot01-B	I	50	OTU richness	1
COI	Platyhelminthes	CM30b51-B	I	174.627853	OTU richness	4
COI	Platyhelminthes	Plot06-N	I	320	OTU richness	2
COI	Platyhelminthes	CM30c-P	I	283	OTU richness	0
COI	Platyhelminthes	Plot07-M	I	420	OTU richness	5
COI	Platyhelminthes	CM30c51-I	I	67	OTU richness	0
COI	Platyhelminthes	Plot02-C	I	90	OTU richness	0
COI	Nematoda	CM30d3-L	I	518	OTU richness	9
COI	Nematoda	CM30c60-B	I	51	OTU richness	13
COI	Nematoda	LB5-A	I	634	OTU richness	16
COI	Nematoda	Plot07-N	I	420	OTU richness	7
COI	Nematoda	CM30c60-A	I	51	OTU richness	91
COI	Nematoda	CM30c28-P	I	227	OTU richness	7
COI	Nematoda	Plot03-N	I	160	OTU richness	15
COI	Nematoda	CM30c53-I	I	155	OTU richness	9
COI	Nematoda	CM30b58-C	I	9	OTU richness	11
